gene,symbol,description,baseMean,log2FoldChange,lfcSE,pvalue,padj
AT5G19200,TSC10B,NA,53.66963378598974,-0.16026978839587966,0.3673952679177245,0.32083311801061243,0.921225474352814
AT5G20790,NA,NA,113.69648973249768,0.1276701924182316,0.3764734822039636,0.3204191954210939,0.921225474352814
AT5G49390,NA,NA,28.60556850214943,0.1359841518260389,0.37506074337041473,0.32169045497832893,0.921225474352814
AT5G67380,ATCKA1,casein kinase II catalytic subunit alpha,974.7964108480094,-0.1831543816147521,0.34663494240432235,0.3214195076534368,0.921225474352814
AT1G59600,ZCW7,NA,144.91082193787258,0.171369966406154,0.3618967966343905,0.32223316214875475,0.9214274351139868
AT2G24050,eIFiso4G2,Encodes a putative eukaryotic translation initiation factor.,273.31188002908067,0.17534747670312137,0.3587908234982681,0.3223678397466956,0.9216822733063028
AT1G62970,SDJ3,NA,112.38629111765106,-0.17111064103481702,0.35984455648816904,0.32245981637503324,0.9218111570743716
AT3G03000,NA,Calmodulin like protein localized in the plant vacuolar compartment  with a function of binding and modifying the activity of a tonoplast transporter (AtNHX1) from within the vacuole in a Ca+2- and pH-dependent manner,63.127552828390456,-0.1447436111357297,0.3723362641354062,0.3225133173864496,0.9218111570743716
AT5G56980,NA,NA,786.3127052855227,0.1555781052496365,0.3692542822910422,0.32254961103897367,0.9218111570743716
AT1G49520,NA,NA,51.95534829460653,0.1517173716826644,0.3713417817267557,0.3227293322239754,0.9220416885843846
AT1G76720,NA,NA,84.70251256120214,-0.1526988386341242,0.3697572633056336,0.32273124212492604,0.9220416885843846
AT2G35795,NA,NA,294.79885191432004,-0.1817357980360059,0.34851081437052606,0.3227670030425887,0.9220416885843846
AT1G03700,CASPL1C2,NA,11.46380575007712,-0.09370309995768691,0.3756326566141352,0.32292535540375683,0.9220826989082967
AT1G18880,AtNPF2.9,NA,184.49138645163367,0.174783940646459,0.3587743704023209,0.32288790618476715,0.9220826989082967
AT3G01430,NA,NA,82.6579912788534,-0.16610134999970597,0.3631125999806484,0.32296366983659686,0.9220826989082967
AT4G16310,LDL3,NA,136.03559020075568,-0.17634424316365846,0.3546764948753441,0.3228338532809782,0.9220826989082967
AT1G09850,XBCP3,Arabidopsis thaliana papain-like cysteine peptidase,282.2480282567965,-0.17282771678503234,0.35738806495724507,0.32305938523861066,0.922095714272338
AT4G23730,NA,NA,390.0041985996688,0.16556849018262187,0.3653959940714532,0.3230449464301746,0.922095714272338
AT1G32380,PRS2,Encodes a P-dependent phosphoribosyl pyrophosphate (PRPP) synthase.,129.26412827768354,0.17833805948094464,0.3551889488319562,0.3231211721910286,0.922141971307194
AT2G25720,NA,NA,90.98321288421518,-0.16953255628029948,0.3606818986091616,0.3231878819418156,0.9222022622799536
AT1G10510,emb2004,NA,304.92336249441166,0.1839784003592728,0.3470494135421821,0.32325500711757343,0.9222637214773132
AT4G32820,CABIN1,NA,117.833229612973,-0.17590985286486582,0.35489975020140063,0.3233066811587699,0.9222810866501796
AT1G33780,NA,NA,503.84849542923587,-0.17884004386013966,0.35221913434529323,0.32370271086558505,0.9231237993431772
AT4G33170,NA,NA,8.676908647482515,-0.08295007287381613,0.3753923759883498,0.32373898256832795,0.9231237993431772
AT5G21140,emb1379,NA,19.56363697314303,0.1298017845216031,0.3754439724009342,0.3236988663441435,0.9231237993431772
AT1G05070,NA,NA,366.3684717789286,0.18481019727743184,0.3458870219991212,0.32391886839472067,0.9232001948790594
AT1G72630,ELF4-L2,NA,203.6268073168694,-0.17329519614333985,0.35723329568677864,0.323931401181921,0.9232001948790594
AT2G37195,NA,NA,40.78928044023601,-0.1478243118762611,0.3712548756898824,0.32394830623530435,0.9232001948790594
AT5G54770,THI1,Encodes a thiamine biosynthetic gene that has a dual function in thiamine biosynthesis and mitochondrial DNA damage tolerance. It appears to be involved in producing the thiazole portion of thiamine (vitamin B1). A crystal structure of the protein reveals that it forms a 2-ring homo-octamer.,29060.701065601403,-0.18395352823825328,0.34184682907515523,0.323847869930894,0.9232001948790594
AT1G09070,(AT)SRC2,"SRC2 specifically binds the peptide PIEPPPHH, and moves from ER to a vacuole fraction where it gets internalized. Involved in Protein Storage Vacuole targeting.",4518.506063764936,0.15276630062656857,0.3715047668400275,0.3244576520828953,0.9235355457663396
AT1G10660,NA,NA,397.5042293708396,-0.1812094172111626,0.3473620883716829,0.32434492348650795,0.9235355457663396
AT1G22540,NPF5.10,NA,140.04808141382782,-0.1681962411599069,0.360757103947539,0.3243947114946455,0.9235355457663396
AT2G24610,ATCNGC14,member of Cyclic nucleotide gated channel family,30.335321129090534,-0.11311626924396956,0.3758959289579802,0.3242290281053462,0.9235355457663396
AT2G33510,CFL1,NA,131.73035151061782,0.15899829395527407,0.368381618301354,0.32420004548974957,0.9235355457663396
AT2G34357,NA,NA,281.3386034492258,0.17069734966158598,0.360071954235258,0.3244753510611981,0.9235355457663396
AT3G10370,SDP6,"mitochondrial FAD-dependent glycerol-3-phosphate dehydrogenase. possibly involved in storage lipid catabolism and glycerol assimilation, and in glycerol-3-phosphate shuttle which transports reducing power from cytosol to mitochondrion.",544.471307661888,-0.15874320817190057,0.36635177924830303,0.3244768256293383,0.9235355457663396
AT4G29720,AtPAO5,NA,188.24577613066288,0.1539464387927963,0.3704286491329214,0.32424079176392845,0.9235355457663396
AT5G06970,PATROL1,NA,434.59183247748905,0.18012116832240913,0.3533566898244059,0.32431705090316326,0.9235355457663396
AT2G25605,NA,NA,150.40473815613245,0.17503836755014393,0.35748428759739953,0.324647805487066,0.923612170952559
AT3G56620,UMAMIT10,NA,68.399939953831435,-0.12077023699106092,0.37526972358295096,0.3247450670078103,0.923612170952559
AT5G14780,AtFDH1,Encodes a NAD-dependent formate dehydrogenase.,7933.219954434481,-0.13311406505142936,0.37311136290789415,0.3247224910799159,0.923612170952559
AT5G18290,SIP1;2,Belongs to a family of plant aquaporins.Similar to yeast and radish aquaporins. Located on ER,35.681992903678854,-0.14010824934628263,0.3728776604648077,0.324788026173555,0.923612170952559
AT5G22650,ATHD2,"Encodes a member of a plant-specific class of histone deacetylases. Controls the development of adaxial/abaxial leaf polarity. Its mRNA is widely expressed in stems, leaves, flowers and young siliques. Plant lines expressing RNAi constructs directed against this gene showed a marked reduction in agrobacterium-mediated root transformation.",1536.3219326154608,0.16620847566187583,0.3641353156853177,0.32459140613692,0.923612170952559
AT5G60280,LecRK-I.8,NA,29.73848126278682,-0.13366952780324534,0.37367417549575566,0.32482332046500206,0.923612170952559
AT5G61970,NA,NA,420.4104005375814,0.18225939519852769,0.34945736160627455,0.32463795366862536,0.923612170952559
AT1G01200,ATRAB-A3,NA,10.808870436243213,0.09488487506025484,0.3760343701114913,0.3250430041976597,0.923675784143778
AT1G06660,JASON,NA,37.16991214325676,0.1524091938781537,0.37046441202028313,0.3252515449124924,0.923675784143778
AT1G09830,PUR2,glycinamide ribonucleotide synthetase (GAR synthetase) that catalyzes the conversion of phosphoribosyl amine to phosphoribosyl glycineamide,260.20608793017817,0.1707568805078217,0.3607605523554622,0.32495579851484985,0.923675784143778
AT1G58350,ZW18,NA,219.0112969583437,-0.17427734624917662,0.355114154903467,0.3251785826727699,0.923675784143778
AT2G29125,DVL13,NA,20.874235143080636,-0.11929569839387973,0.3755566166578032,0.3252566005753682,0.923675784143778
AT3G48690,ATCXE12,"Encodes a protein with carboxylesterase whose activity was tested using both pNA and 2,4-D-methyl.",1533.5731911817195,0.18035135729054663,0.35495018968623016,0.32514168435980334,0.923675784143778
AT3G56880,NA,NA,1271.893357578623,0.14110843578745944,0.3726571591757982,0.32522887684619123,0.923675784143778
AT4G34740,ASE2,"Encodes glutamine 5-phosphoribosylpyrophosphate amidotransferase. Mutants are deficient in leaf, but not cotyledon, plastid and palisade cell development. Mutants exhibit defective chloroplast development under non-low light, suggesting that the defect in chloroplast development is caused by photo-oxidative damage.",169.4388281368143,0.14340786974513176,0.3733497269142376,0.325246772798557,0.923675784143778
AT5G08130,BIM1,Arabidopsis thaliana basic helix-loop-helix (bHLH) family protein involved in brassinosteroid signaling. It synergistically interacts with BES1 to bind to E box sequences (CANNTG).,872.4050524148399,0.15708430048123606,0.36785309118942067,0.325189760508141,0.923675784143778
AT1G24340,EMB2421,A locus involved in embryogenesis. Mutations in this locus result in embryo lethality.,254.6647629468606,0.1702839265260466,0.3611913910281817,0.32583368621043446,0.924308987222856
AT1G54217,NA,NA,16.4405991233558,-0.1151906859073974,0.37542999460785087,0.32562265421187697,0.924308987222856
AT1G63130,RPF6,Transacting siRNA generating locus. Its derived siR9as targets AT1G62930 for cleavage. Itself is targeted by TAS2-derived ta-siR2140 for cleavage.,47.2331291036822,-0.13555797089227511,0.3737518613110552,0.3256815842884057,0.924308987222856
AT2G21850,NA,NA,38.35607205270805,-0.13237324050330926,0.37404625099507366,0.3259444940235258,0.924308987222856
AT2G25780,NA,NA,12.704045238459052,-0.063961487554965335,0.3742504630138715,0.32579146287252597,0.924308987222856
AT2G32030,NA,NA,51.65926264953661,-0.13015173683988956,0.37425253461184377,0.32602782525936935,0.924308987222856
AT2G40710,NA,NA,9.104477346641012,0.10060700904095904,0.3759448197927413,0.3260244842439614,0.924308987222856
AT3G19360,NA,NA,50.87640479594508,0.13442798094589184,0.3747847469319092,0.3257724569943439,0.924308987222856
AT3G24530,NA,NA,320.4248294949762,0.17789580356878087,0.3549366064970542,0.3257748058111442,0.924308987222856
AT3G63080,ATGPX5,Encodes glutathione peroxidase.,520.691272838346,-0.17631596928768986,0.3523665524762796,0.3256983325029993,0.924308987222856
AT5G58940,CRCK1,Arabidopsis thaliana calmodulin-binding receptor-like kinase mRNA,67.48213190906587,-0.15998392749402263,0.3654137908721643,0.32599444722591625,0.924308987222856
AT5G64710,MNU1,NA,18.61983351047273,0.12218990421516068,0.37571782041025575,0.3259958553390469,0.924308987222856
AT1G44350,ILL6,encodes a protein similar to IAA amino acid conjugate hydrolase.,398.8286665166251,0.11952119379024448,0.3761686397758682,0.3271321616121629,0.9247240894186944
AT1G50740,NA,NA,263.4637598602487,-0.1727930017954948,0.3555458526105161,0.32690843714188184,0.9247240894186944
AT1G56140,NA,NA,319.8552765122417,-0.17165496718831785,0.35669922429887263,0.32690933553167484,0.9247240894186944
AT1G58235,NA,NA,186.15817967686357,-0.1589507749950438,0.36550780464634774,0.3268320567142311,0.9247240894186944
AT1G73730,AtEIL3,Encodes a putative transcription factor involved in ethylene signalling.  Isolated DNA binding domain has been shown to bind DNA in vitro.,201.0869284391106,0.17266258876726331,0.358550084114107,0.32702666938490765,0.9247240894186944
AT1G77600,AtPDS5B,NA,131.04204131722474,0.1759952520715047,0.35530077188547476,0.32680489449565653,0.9247240894186944
AT2G03270,NA,NA,160.37525222455352,-0.1495827792277327,0.3695784875748087,0.32680651576686565,0.9247240894186944
AT2G03530,ATUPS2,Mediate high-affinity uracil and 5-FU (a toxic uracil analogue) transport when expressed in yeast and Xenopus oocytes.Involved in allantoin transport.,80.0965931994228,-0.16649682953307804,0.36119689048521175,0.3265799598916937,0.9247240894186944
AT2G30010,TBL45,"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication).",216.71662182025565,-0.14223965326785817,0.37152767941318227,0.3267939541152544,0.9247240894186944
AT3G26380,APSE,NA,287.1329726249255,-0.17213890623003195,0.3560951766699965,0.3270623852534242,0.9247240894186944
AT3G58600,NA,NA,398.13102632510106,-0.18289359408008815,0.342140186466959,0.326754722916837,0.9247240894186944
AT4G04614,NA,NA,170.94676010075904,-0.17414669716701897,0.35417403686984905,0.3265585785188434,0.9247240894186944
AT4G18940,NA,NA,7.985850826490546,-0.07878614902587483,0.37504033699868106,0.3266309814721314,0.9247240894186944
AT4G35760,LTO1,"Encodes a bimodular enzyme comprising an integral domain homologous to the catalytic subunit of mammalian vitamin K epoxide reductase (VKORC1, EC 1.1.4.1) that is fused to a soluble thioredoxin-like moiety. Using yeast microsomes as a recombinant system, it was shown that the VKORC1 domain of At4g35760 functions as a stringent naphthoquinone reductase, and that its reduced Trx-like partner can serve as its electron donor.  Located in plastid.",440.56654394098706,-0.1772332865143065,0.35061394303910826,0.32713411635458434,0.9247240894186944
AT5G03490,UGT89A2,NA,277.65757866113256,0.13183784218113384,0.3750498381651296,0.32712125369845985,0.9247240894186944
AT5G08560,ATWDR26,NA,875.3495022922363,-0.16509872327728042,0.3617634644018658,0.3264081796055962,0.9247240894186944
AT5G16450,NA,NA,357.20549257022816,-0.16168157421225962,0.3641642714005606,0.32632129772798646,0.9247240894186944
AT5G24930,ATCOL4,NA,5605.708624475942,0.16712370268796933,0.3618150926732671,0.3264722242919213,0.9247240894186944
AT5G54290,CcdA,"Encodes CcdA, a thylakoid membrane protein required for the transfer of reducing equivalents from stroma to thylakoid lumen.",784.4583671913215,0.17318264979108866,0.3587833935940954,0.32631861039850935,0.9247240894186944
AT5G57800,CER3,encodes a transmembrane protein with similarity to the sterol desaturase family at the N-terminus and to the short-chain dehydrogenase/reductase family at the C-terminus. Mutant analyses indicate this protein is involved in cuticle membrane and wax biosynthesis.,627.6078760422071,0.17302283893172887,0.35848424754337055,0.32697687567990996,0.9247240894186944
AT5G57850,ADCL,NA,449.5930314357035,-0.17713655942672574,0.3513423335007762,0.32650110639685687,0.9247240894186944
AT1G02270,NA,NA,236.40753105687543,0.17553751137520776,0.3549468723139597,0.32807286164486754,0.92507776720802
AT1G05310,NA,NA,44.51111827060005,-0.13349199217127314,0.3736909404410457,0.32767343889250994,0.92507776720802
AT1G05470,CVP2,Encodes an inositol polyphosphate 5' phosphatase (5PTase) that is required for the proper recruitment of cells into developing vascular tissue in leaves and cotyledons. It is most similar to Type I 5PTases that are known to cleave a phosphate from IP3 or IP4. cvp2 mutants have elevated levels of IP3 and are hypersensitive to ABA in seed germination assays.,71.61405756225543,0.1440197679084678,0.3725658927157589,0.32774074021866306,0.92507776720802
AT1G07930,NA,NA,4178.4436184289525,0.18760238857247705,0.34629239931296096,0.3282194757065477,0.92507776720802
AT2G46370,AtGH3.11,"Encodes a jasmonate-amido synthetase that is a member of the GH3 family of proteins. JAR1 catalyzes the formation of a biologically active jasmonyl-isoleucine (JA-Ile) conjugate. JA-Ile promotes the interaction between JAZ1 and COI1 in the jasmonate signaling pathway. JAR1 localizes to the cytoplasm and is also a phytochrome A signaling component. JAR1 is an auxin-induced gene. Loss of function mutants are defective in a variety of responses to jasmonic acid. JAR1 has additional enzymatic activities in vitro, (e.g. the ability to synthesize adenosine 5'-tetraphosphate and other JA conjugates), but there are no data to show whether JAR1 catalyzes many of these reactions in vivo. JAR1 is involved in pathogen defense, sensitivity to ozone, and wound responses.",986.6455333383232,0.14652300860643933,0.37195247516191654,0.32781846290201094,0.92507776720802
AT3G09740,ATSYP71,syntaxin of plants 71 (SYP71),900.7288263496664,-0.18270379032187536,0.3417046907626081,0.3278207972866088,0.92507776720802
AT3G25590,NA,NA,52.15576764351633,0.146864109171287,0.3717872242301063,0.3274624552190649,0.92507776720802
AT3G28510,NA,NA,67.80970024686589,-0.10822748315563056,0.375541992075156,0.3274614964721417,0.92507776720802
AT3G48060,NA,NA,328.01763252396785,-0.1760935464959569,0.35147203385469294,0.3276897770078674,0.92507776720802
AT3G53030,SRPK4,Encodes a protein kinase SRPK4 that specifically targets Arabidopsis Ser/Arg-rich (SR) slicing factors involved in RNA metabolism.  In vitro kinase assay showed that SRPK4 phosphorylates the SR protein RSp31.,278.5456891363625,-0.17088044600548605,0.3565637628307592,0.3281602154106604,0.92507776720802
AT3G53800,Fes1B,"Encodes one of the Arabidopsis orthologs of the human Hsp70-binding protein 1 (HspBP-1) and yeast Fes1p: Fes1A (AT3G09350), Fes1B (AT3G53800), Fes1C (AT5G02150).",421.0293670198137,-0.12023803948706718,0.374931999851653,0.32782026457100855,0.92507776720802
AT4G18950,BHP,NA,747.3934376260636,-0.13211792335554193,0.3740151055363595,0.3281847547602098,0.92507776720802
AT4G22235,NA,Encodes a defensin-like (DEFL) family protein.,22.46348347208886,-0.09726371457105792,0.3755873227141952,0.3281972430529288,0.92507776720802
AT4G24990,ATGP4,geranylgeranylated protein ATGP4,526.0093333297008,-0.1612488519802848,0.3638201543076866,0.32758795505862054,0.92507776720802
AT5G35732,NA,NA,43.7625449589872,-0.1335165194939833,0.37361569073979006,0.3274503270875989,0.92507776720802
AT5G37475,NA,NA,223.6218136613325,0.1752864486709452,0.35556453073576305,0.32754601022837204,0.92507776720802
AT5G39710,EMB2745,NA,33.23829731365706,0.14165717572560935,0.3727634008780736,0.3280625794060608,0.92507776720802
AT5G46470,RPS6,"Encodes RPS6 (RESISTANT TO P. SYRINGAE 6), a member of the TIR-NBS-LRR class resistance protein.",298.354600427293,0.17143182460273787,0.35942994380004,0.3273730661351771,0.92507776720802
AT5G47240,atnudt8,NA,520.0208968168587,-0.11571440958549851,0.37505585935543856,0.32800834570401183,0.92507776720802
AT5G59700,NA,NA,61.082021508785886,0.159634037663771,0.3667751918516659,0.32789617820578915,0.92507776720802
AT5G65000,ROCK1,NA,108.45266332957247,-0.17193662769572415,0.355934404812115,0.3281549986981931,0.92507776720802
AT1G03270,NA,NA,53.32766244259034,0.1603331499438753,0.3660956077531865,0.32829203992497863,0.9251534001563232
AT1G30130,NA,NA,366.117477499039,-0.1708351077018691,0.3564199675837231,0.32853992926848136,0.9252133704760463
AT1G48240,ATNPSN12,member of NPSN Gene Family,181.4117159346567,0.17386235699661856,0.35648862563210676,0.3285149881683315,0.9252133704760463
AT1G75560,NA,NA,412.79956789872136,0.18410981063089021,0.3432655583029574,0.3284762236108745,0.9252133704760463
AT5G07220,ATBAG3,"A member of Arabidopsis BAG (Bcl-2-associated athanogene) proteins, plant homologs of mammalian regulators of apoptosis. Plant BAG proteins are multi-functional and remarkably similar to their animal counterparts, as they regulate apoptotic-like processes ranging from pathogen attack, to abiotic stress, to plant development.",911.572699668298,-0.16213549859051324,0.3619306694990787,0.3283834231110227,0.9252133704760463
AT5G10740,NA,NA,166.2792825098644,-0.17258445187126917,0.35439187429942626,0.3285419827739567,0.9252133704760463
AT4G01870,NA,NA,1938.7508814964085,-0.11317989806458932,0.3750072041855073,0.328589091158368,0.9252172447077164
AT1G17640,RBGD1,NA,58.545095161145575,-0.1594979772505858,0.3643804488895735,0.32960881968080097,0.9253996581558884
AT1G51080,NA,NA,33.748715646813125,0.12565721104911404,0.3751123589551617,0.32938069088491684,0.9253996581558884
AT1G62085,mTERF24,NA,17.70405786464768,-0.1218769718169451,0.37471740939731585,0.329055455220223,0.9253996581558884
AT2G03310,NA,NA,173.4414113581208,-0.16312205701513882,0.36195897721729486,0.3294622447011393,0.9253996581558884
AT2G18670,ATL56,NA,281.96415481984747,-0.128148584839341,0.3738924300797824,0.3292360670919221,0.9253996581558884
AT2G29180,NA,NA,288.76620728095804,0.15211179692362847,0.3698840656339037,0.32911267650989423,0.9253996581558884
AT2G36480,NA,NA,211.2153660614304,0.17052296765785624,0.35937101781813074,0.32910878252352155,0.9253996581558884
AT2G38310,AtPYL4,Encodes a member of the PYR (pyrabactin resistance  )/PYL(PYR1-like)/RCAR (regulatory components of ABA receptor) family proteins with 14 members.  PYR/PYL/RCAR family proteins function as abscisic acid sensors. Mediate ABA-dependent regulation of protein phosphatase 2Cs ABI1 and ABI2.,819.6113416330431,-0.09862935922718052,0.37520009247470226,0.32950963649098575,0.9253996581558884
AT3G03660,WOX11,Encodes a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain. Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box.,9.685191018273365,-0.09878996495244104,0.37543447396981233,0.32949503101880545,0.9253996581558884
AT3G06300,AT-P4H-2,"Encodes a prolyl-4 hydroxylase that can hydroxylate poly(L-proline)and other proline rich peptides, including those with sequences corresponding to those in arabinogalactan proteins and extensins.",207.54242116419312,-0.1501237370799169,0.36861768009775137,0.32913468983592065,0.9253996581558884
AT3G13570,At-SCL30A,encodes an SC35-like splicing factor of 30 kD that is localized to the nuclear specks.,524.7468361710843,0.1773553342798186,0.3510068552377987,0.3296156162579093,0.9253996581558884
AT3G14360,AtOBL1,NA,38.74645357164541,-0.1305503722148792,0.37356827527290826,0.32948991322529547,0.9253996581558884
AT3G20680,NA,NA,469.38372828431454,-0.182432566988008,0.34111705726347114,0.32915984335349496,0.9253996581558884
AT3G26890,NA,NA,805.1984173657472,-0.17890708649826856,0.3464507319201714,0.32931603884815924,0.9253996581558884
AT3G50240,KICP-02,Encodes a kinesin-related protein.,270.9344794999273,0.17254595540187886,0.3572829147381491,0.32946568204856086,0.9253996581558884
AT4G06536,NA,NA,38.84831364963657,0.1321472486914486,0.374184562650732,0.3295929261715192,0.9253996581558884
AT4G16140,NA,NA,172.40398099763206,0.1239802062469118,0.3753588313757304,0.32975167493677027,0.9253996581558884
AT4G36060,bHLH11,NA,20.44795141704742,0.12946857013899338,0.3744422182447258,0.32968107430374044,0.9253996581558884
AT5G05590,PAI2,Encodes phosphoribosylanthranilate isomerase which catalyzes the third step in the tryptophan biosynthetic pathway.,126.2923797389414,-0.1457497776760499,0.3701996761586048,0.32882887974232833,0.9253996581558884
AT5G11780,NA,NA,16.643500096815348,0.11503288113485316,0.37559785693594505,0.3297421672398387,0.9253996581558884
AT5G15120,PCO1,NA,128.63396235060003,0.1500562002873885,0.3703139040225937,0.3296750778348186,0.9253996581558884
AT5G16730,NA,NA,731.5823087368182,-0.18022377060622033,0.34460564804685684,0.32923525195998327,0.9253996581558884
AT5G60548,NA,"Upstream open reading frames (uORFs) are small open reading frames found in the 5' UTR of a mature mRNA, and can potentially mediate translational regulation of the largest, or major, ORF (mORF). CPuORF62 represents a conserved upstream opening reading frame relative to major ORF AT5G60550.1",302.14103323930766,-0.17212839554483816,0.3551618711388156,0.32894245877402484,0.9253996581558884
AT5G66030,ATGRIP,"Involved in golgi protein trafficking. AtARL1 binds directly to the GRIP domain of AtGRIP in a GTP-dependent manner. Localized to the golgi apparatus, tyrosine 717 in  AtGRIP is crucial for Golgi localization.",722.3639569340654,-0.18159379330140035,0.3414308577461732,0.3294797970068048,0.9253996581558884
AT1G13980,112A-2A,"Encodes a GDP/GTP exchange factor for small G-proteins of the ADP ribosylation factor (RAF) class, and as regulator of intracellular trafficking. Homologous to Sec7p and YEC2 from yeast. Involved in the specification of apical-basal pattern formation. Essential for cell division, expansion and adhesion. It appears that heteotypic binding between the DCB and C-terminal domains of two GNOM proteins is required for membrane association, however, GNOM appears to exist predominantly as a heterodimer formed through DCB-DCB interactions.",406.8642076842013,-0.17588758223758147,0.35031408718299994,0.329974047719893,0.9256232197454988
AT1G20816,NA,NA,107.05606198512668,0.16718576100520607,0.36100001809537074,0.3303113902462918,0.9256232197454988
AT1G64610,NA,NA,182.60030285001025,-0.1459553470117451,0.37013228162947714,0.3304082410530534,0.9256232197454988
AT1G78870,UBC13A,"UBC35/UBC13A encodes a protein that may play a role in DNA damage responses and error-free post-replicative DNA repair by participating in lysine-63-based polyubiquitination reactions. UBC35/UBC13A can form diubiquitin and triubiquitin chains in combination with MMZ1,2,3,4/(UEV1A,B,C,D) in vitro. It can also functionally complement an mms2 ubc13 mutation in budding yeast by increasing the double mutant's viability in the presence of the DNA damaging agent MMS, when it is co-expressed with MMZ / UEV1 genes. A wild type phenotype is restored with MMZ3/UEV1C and MMZ4/UEV1D, but only partial complementation is achieved with MMZ1/UEV1A or MMZ2/UEV1B.",1002.1386650266576,-0.18051801222277217,0.34301934880575496,0.33042612293025514,0.9256232197454988
AT2G31230,ATERF15,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5.",119.0742826121209,0.16639718060833786,0.36165731547123053,0.33029162847648375,0.9256232197454988
AT3G21055,PSBTN,Encodes photosystem II 5 kD protein subunit PSII-T. This is a nuclear-encoded gene (PsbTn) which also has a plastid-encoded paralog (PsbTc).,13763.569946164958,0.17167336084056545,0.35784722791937906,0.33041964648178124,0.9256232197454988
AT3G23410,ATFAO3,Encodes a fatty alcohol oxidase.,206.98603502289757,0.16813593917221498,0.3608234682309799,0.3300864567359148,0.9256232197454988
AT3G53280,CYP71B5,cytochrome P450 monooxygenase,280.3309067692018,-0.1709318896978581,0.3555330434564757,0.33000128486871666,0.9256232197454988
AT4G15260,NA,NA,421.4415130908361,0.1242130174389246,0.37542031440075013,0.3302770449204546,0.9256232197454988
AT4G33720,AtCAPE3,NA,198.89543887724537,-0.1588966344625782,0.3643387653187434,0.3300355930314637,0.9256232197454988
AT5G10750,NA,NA,259.30284584792366,0.1723199178329555,0.35721780269171566,0.33013953982818134,0.9256232197454988
AT5G41850,NA,NA,27.07629548847383,-0.13816172820240136,0.3722824794248169,0.3298788844442376,0.9256232197454988
AT5G63550,NA,NA,184.6468361210894,0.1539149915083952,0.36870562553903696,0.3303665709154342,0.9256232197454988
AT1G29750,RKF1,"Receptor-like serine/threonine kinase (RKF1). The putative extracellular domain of the RKF1 protein contains 13 tandem repeats of leucine-rich sequences. Expressed in early flower primordial, stamen, and pollen grains.",170.10784482180384,-0.1710552649324659,0.3549909387937281,0.3310040826171492,0.9259923498566645
AT1G64690,BLT,Encodes BRANCHLESS TRICHOME (BLT) involved in trichome development.  A large portion of the internal amino acid sequence of BLT is predicted to form a coiled-coil domain.  BLT mutants form branchless trichomes with blunt tips.,53.762802548161055,-0.15653008022345202,0.3656576940295662,0.3307812058247664,0.9259923498566645
AT2G16250,NA,NA,70.45408328020635,-0.14817197113547145,0.36921016150033975,0.3309201293720768,0.9259923498566645
AT3G26950,NA,NA,236.6322178319915,0.17797744772692883,0.35032261724497843,0.33076794323164244,0.9259923498566645
AT3G51460,RHD4,"Encodes RHD4 (ROOT HAIR DEFECTIVE4), a phosphatidylinositol-4-phosphate phosphatase required for root hair development.",458.6377710532278,-0.16718021695335025,0.35827555660553423,0.33081646987173824,0.9259923498566645
AT4G15620,CASPL1E2,NA,128.41718574866275,0.14864150332675727,0.3704741862251029,0.3310156034878847,0.9259923498566645
AT4G19400,NA,NA,60.989572138331816,0.12820250386132387,0.37455372618232624,0.330849274640429,0.9259923498566645
AT4G22130,SRF8,NA,136.39162978390854,0.15894402649552372,0.36602786570939233,0.331011220405682,0.9259923498566645
AT5G02280,TRAPPC4,NA,77.35346348557843,0.1624447127008138,0.36395144638083665,0.33084360687502185,0.9259923498566645
AT5G47050,NA,NA,410.4724722048357,-0.16548261056447547,0.3589623657453568,0.33076778575998306,0.9259923498566645
AT3G03900,APK3,"Provides activated sulfate for the  sulfation of secondary metabolites, including the glucosinolates. Redundant with APK4.",65.9109540129322,0.14684929806735286,0.3707273099810841,0.3311284525532855,0.9260147675023808
AT4G09840,NA,NA,9.72399098145402,-0.09926439339584411,0.37532658760537735,0.3311297811989169,0.9260147675023808
AT5G49600,NA,NA,11.019804059443418,-0.0489267619864109,0.3733316699302985,0.3311609333636362,0.9260147675023808
AT1G06620,NA,encodes a protein whose sequence is similar to a 2-oxoglutarate-dependent dioxygenase,203.93273657647137,0.14110314386762002,0.3724314396171425,0.3313846001945371,0.9261281733023456
AT1G18670,IBS1,"Encodes a cyclin-dependent kinase-like protein with a ser/thr protein kinase domain and an N-terminal myristoylation sequence.  Mutants in this gene are unable to express female sterility in response to beta-aminobutyric acid, as wild type plants do.",126.73097457038786,0.17119795662096976,0.3573293250168274,0.3313384167042577,0.9261281733023456
